gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3070309444,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/15088370,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.539725,-118.711105,,,,,,,2018-05-22T13:17:00,22,5,2018,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,15088370,,Graham Montgomery,2018-08-03T23:34:54,CC_BY_NC_4_0,Graham Montgomery,Graham Montgomery,,,2023-01-30T15:03:17.251Z,,CONTINENT_DERIVED_FROM_COORDINATES
3070297886,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/45929331,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.137722,-118.784562,32,,,,,,2020-05-14T17:35:04,14,5,2020,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,45929331,,Brendan Black,2020-05-15T00:35:44,CC_BY_4_0,Brendan Black,Brendan Black,,,2023-01-30T15:05:46.810Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3070254587,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22909510,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.38886,-118.123437,,,,,,,2019-04-20T09:55:00,20,4,2019,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,22909510,,James M. Maley,2019-04-22T21:58:16,CC_BY_4_0,James M. Maley,James M. Maley,,,2023-01-30T14:55:39.647Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3070251601,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25302373,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.350778,-118.748017,10,,,,,,2019-05-14T15:29:19,14,5,2019,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,25302373,,spaltedalder,2019-05-18T07:05:21,CC_BY_NC_4_0,spaltedalder,spaltedalder,,,2023-01-30T15:04:52.709Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3067973886,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/71667681,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.136772,-118.782005,17,,,,,,2021-03-20T16:39:48,20,3,2021,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,71667681,,areyna97,2021-03-21T00:40:33,CC_BY_NC_4_0,areyna97,areyna97,,,2023-01-30T14:59:04.054Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3061815635,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/71449400,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.468838,-118.856453,22,,,,,,2021-03-17T15:13:50,17,3,2021,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,71449400,,nicholasjames,2021-03-17T22:15:11,CC_BY_NC_4_0,nicholasjames,nicholasjames,,,2023-01-30T15:07:46.350Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3061570703,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/71280004,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.424473,-118.830631,,,,,,,2021-03-14T14:51:00,14,3,2021,2928226,2928226,HUMAN_OBSERVATION,iNaturalist,Observations,71280004,,,,CC_BY_NC_4_0,Rob Ferber,Rob Ferber,,,2023-01-30T15:07:24.072Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3059708240,b0515413-6d32-490a-83a0-f8c08f002c70,8d4b540b-6659-4d1e-9392-f1b55a387cbe,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,Garces Highway to Delano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059708205,b0515413-6d32-490a-83a0-f8c08f002c70,8eb2ba02-d599-4471-a742-43ab3afb33db,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,Above Warthan Dk. ~5 m. W of Coalinga on Hwy 198.,California,PRESENT,,a8a2b5b7-4683-4566-8e95-3fb3adaeff39,36.1167,-119.4833,,,400,,,,1993-04-01T00:00:00,1,4,1993,2927060,2927060,PRESERVED_SPECIMEN,CDA,,CDA-0015697,10566,,,CC_BY_NC_4_0,,G.F. Hrusa; J.A. Hart,,Uncertain,2023-01-25T08:21:35.918Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059704636,b0515413-6d32-490a-83a0-f8c08f002c70,ae880a59-7724-42a6-a648-8acddd8078ae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Guthrie Ranch.,California,PRESENT,,a8a2b5b7-4683-4566-8e95-3fb3adaeff39,35.854871,-118.849492,969,,,,,,1994-06-04T00:00:00,4,6,1994,2703740,2703740,PRESERVED_SPECIMEN,CDA,,CDA-0035367,PDR# 962923,G.D. Barbe,,CC_BY_NC_4_0,,Ed Finley,,Uncertain,2023-01-25T08:21:35.483Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059704537,b0515413-6d32-490a-83a0-f8c08f002c70,eb45875f-67f3-47ef-8746-6ae7aa0f0551,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,rubens,SUBSPECIES,Bromus madritensis subsp. rubens (L.) Husn.,Bromus madritensis subsp. rubens,(L.) Husn.,US,Immed. N of Carrizo Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059683407,b0515413-6d32-490a-83a0-f8c08f002c70,79ebe503-d807-4b0d-8249-465b1f3f154a,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,rubens,SUBSPECIES,Bromus madritensis subsp. rubens (L.) Husn.,Bromus madritensis subsp. rubens,(L.) Husn.,US,5 miles north of Delano.,California,PRESENT,,a8a2b5b7-4683-4566-8e95-3fb3adaeff39,35.84824,-119.25195,,,,,,,1941-04-10T00:00:00,10,4,1941,8139796,2703740,PRESERVED_SPECIMEN,CDA,,CDA-001833,2646,G.F. Hrusa,,CC_BY_NC_4_0,,A.A. Beetle,,Uncertain,2023-01-25T08:21:33.166Z,,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059683395,b0515413-6d32-490a-83a0-f8c08f002c70,b10b164f-ad95-4176-b663-29ca95ae6adf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,rubens,SUBSPECIES,Bromus madritensis subsp. rubens (L.) Husn.,Bromus madritensis subsp. rubens,(L.) Husn.,US,5 miles north of Delano.,California,PRESENT,,a8a2b5b7-4683-4566-8e95-3fb3adaeff39,35.84824,-119.25195,,,,,,,1941-04-10T00:00:00,10,4,1941,8139796,2703740,PRESERVED_SPECIMEN,CDA,,CDA-001836,2646,G.F. Hrusa,,CC_BY_NC_4_0,,A.A. Beetle,,Uncertain,2023-01-25T08:21:33.165Z,,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3059683393,b0515413-6d32-490a-83a0-f8c08f002c70,eab59f9f-e2e5-41e7-a082-6083e568d52e,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,rubens,SUBSPECIES,Bromus madritensis subsp. rubens (L.) Husn.,Bromus madritensis subsp. rubens,(L.) Husn.,US,Indian Wells Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059683289,b0515413-6d32-490a-83a0-f8c08f002c70,4eb56003-18ad-4659-a9ff-119c4db8c205,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Jawbone Canyon Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059683280,b0515413-6d32-490a-83a0-f8c08f002c70,631a83f5-86e9-4276-a39e-f71c203f5f7c,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,2 miles SW of Bodfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059683245,b0515413-6d32-490a-83a0-f8c08f002c70,2dfb9920-db3b-474b-aaa3-6e166a90c97d,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Above Warthan Ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058945755,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/69993991,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.316062,-118.09545,38,,,,,,2021-02-21T16:08:58,21,2,2021,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,69993991,,Daniel,2021-02-22T17:25:14,CC_BY_4_0,Daniel,Daniel,,,2023-01-30T14:58:59.143Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3058807756,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/69570290,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.365752,-117.991196,5,,,,,,2021-02-14T09:55:30,14,2,2021,2927060,2927060,HUMAN_OBSERVATION,iNaturalist,Observations,69570290,,cris,2021-02-14T17:56:31,CC_BY_NC_4_0,cris,cris,,,2023-01-30T15:18:05.857Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3053480352,ed3d96f2-db7b-48cd-9960-f871e7df7286,f40e607f-44d2-4c87-ab94-9eed593bacef,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,Saline Valley Rd in Grapevine Cyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053470608,ed3d96f2-db7b-48cd-9960-f871e7df7286,d6b9ce1f-5655-42f3-9a94-89680bdbaf3f,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,Old Coso,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,36.1769149,-117.6466486,1000,,1768,,,,1934-05-18T00:00:00,18,5,1934,2927060,2927060,PRESERVED_SPECIMEN,SBBG,,SBBG201156,,,,CC_BY_NC_4_0,,Mark Kerr,,,2023-01-25T00:25:10.005Z,StillImage,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053467369,ed3d96f2-db7b-48cd-9960-f871e7df7286,cb82b8c6-0a42-4676-9f54-5f8521df7ae9,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia,Layia platyglossa,,SPECIES,Layia platyglossa (Fisch. & C.A.Mey.) A.Gray,Layia platyglossa,(Fisch. & C. A. Mey.) A. Gray,US,flat NW of the head of Black Cyn,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.3932,-119.8475,1000,,,,,,1966-04-20T00:00:00,20,4,1966,5392998,5392998,PRESERVED_SPECIMEN,SBBG,,26167,11977,B.G.Baldwin 1992,,CC_BY_NC_4_0,,Ernest C. Twisselmann,,,2023-01-25T00:25:13.942Z,,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053459214,ed3d96f2-db7b-48cd-9960-f871e7df7286,c59e1d6d-cfa9-43a7-860a-ae94c5e4ed27,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia,Layia platyglossa,,SPECIES,Layia platyglossa (Fisch. & C.A.Mey.) A.Gray,Layia platyglossa,(Fisch. & C. A. Mey.) A. Gray,US,Choice Valley Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053457791,ed3d96f2-db7b-48cd-9960-f871e7df7286,b44c2587-79dd-4ebd-9c70-c3351caa56cf,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,W of Wofford Heights along old Bakersfield Rd,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.7119205,-118.4726628,1622,,914,,,,1968-04-29T00:00:00,29,4,1968,2928226,2928226,PRESERVED_SPECIMEN,SBBG,,30114,1858,,,CC_BY_NC_4_0,,Donald Myrick,,,2023-01-25T00:25:13.422Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053456303,ed3d96f2-db7b-48cd-9960-f871e7df7286,a0c9dbac-fc6b-4bfe-acc4-1b006aa18952,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Death Valley National Park; Wildrose Cyn,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,36.259,-117.218,15,,,,,,1929-04-02T00:00:00,2,4,1929,2703740,2703740,PRESERVED_SPECIMEN,SBBG,,SBBG187781,,,,CC_BY_NC_4_0,,Ralph Hoffmann,,,2023-01-25T00:25:12.983Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053447296,ed3d96f2-db7b-48cd-9960-f871e7df7286,a001dd47-0c37-43b3-963a-48aa468a51ea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Indian Wells Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053446225,ed3d96f2-db7b-48cd-9960-f871e7df7286,9d839692-3018-492d-a194-ba3f35fd24cb,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Fay Ranch Rd ca. 3 mi N of S Fk Kern River,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.7087,-118.3041,200,,,,,,1967-05-07T00:00:00,7,5,1967,2703740,2703740,PRESERVED_SPECIMEN,SBBG,,SBBG187905,,,,CC_BY_NC_4_0,,Noraine Meng,,,2023-01-25T00:25:07.325Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053445283,ed3d96f2-db7b-48cd-9960-f871e7df7286,9ff84ca8-b553-4351-8b1c-68ca1d6e9988,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,near Bakersfield,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.3729252,-119.0176717,2500,,,,,,1927-04-11T00:00:00,11,4,1927,2928226,2928226,PRESERVED_SPECIMEN,SBBG,,65043,400,,,CC_BY_NC_4_0,,M. N. Ackley,,,2023-01-25T00:25:01.031Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053442488,ed3d96f2-db7b-48cd-9960-f871e7df7286,590a62f5-f814-4741-b7eb-8f108c46f866,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Scodie Mtns; Kiavah Wilderness; BLM: N of Tit Mtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053442378,ed3d96f2-db7b-48cd-9960-f871e7df7286,54831bb9-ba74-4662-8b7a-d1f6540ed316,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Kern River above Democrat,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.5259237,-118.6806656,,,,,,,1929-05-10T00:00:00,10,5,1929,2928226,2928226,PRESERVED_SPECIMEN,SBBG,,65050,,,,CC_BY_NC_4_0,,Ralph Hoffmann,,,2023-01-25T00:25:03.484Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053425788,ed3d96f2-db7b-48cd-9960-f871e7df7286,3c0dcd73-ec03-42b8-a488-c6f589271ec3,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,16 mi W of Randsburg,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.315,-117.981,2000,,,,,,1929-04-02T00:00:00,2,4,1929,2928226,2928226,PRESERVED_SPECIMEN,SBBG,,65049,,,,CC_BY_NC_4_0,,Ralph Hoffmann,,,2023-01-25T00:25:00.743Z,,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053421310,ed3d96f2-db7b-48cd-9960-f871e7df7286,00539c09-073c-44d7-b843-cf201ce89f76,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia,Layia platyglossa,,SPECIES,Layia platyglossa (Fisch. & C.A.Mey.) A.Gray,Layia platyglossa,(Fisch. & C. A. Mey.) A. Gray,US,near Yeguas Creek,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.458408,-119.961748,1500,,,,,,1950-04-30T00:00:00,30,4,1950,5392998,5392998,PRESERVED_SPECIMEN,SBBG,,80694,2725,B.G.Baldwin 1992,,CC_BY_NC_4_0,,Clifton F. Smith,,,2023-01-25T00:25:15.276Z,,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053400530,ed3d96f2-db7b-48cd-9960-f871e7df7286,fbb8bc02-3412-49f0-948b-eab18dede281,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,5 mi N of Delano,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.8458,-119.2523,3910,,,,,,1941-04-10T00:00:00,10,4,1941,2703740,2703740,PRESERVED_SPECIMEN,SBBG,,SBBG187793,2646,,,CC_BY_NC_4_0,,Alan A. Beetle,,,2023-01-25T00:25:25.133Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053393186,ed3d96f2-db7b-48cd-9960-f871e7df7286,ee6727de-37d0-404c-8bd2-09197dc772c1,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,NW side of the Avawatz Mtns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053392673,ed3d96f2-db7b-48cd-9960-f871e7df7286,d9a9ad3d-c983-4a9a-bb6c-eb33946d4a3b,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,jawbone Cyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053390652,ed3d96f2-db7b-48cd-9960-f871e7df7286,d8614dd3-53bb-4cd5-afe3-6306ee7bb201,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Indian Wells Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053389256,ed3d96f2-db7b-48cd-9960-f871e7df7286,f1336811-b187-473c-ab74-95361953aee4,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Cane Canyon. Along EW ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053389039,ed3d96f2-db7b-48cd-9960-f871e7df7286,e87fc3cf-d77d-4988-81fb-8054c7d0c9e9,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus rubens,,SPECIES,Bromus rubens L.,Bromus rubens,L.,US,Isabella,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.654922,-118.4596619,,,,,,,1929-05-09T00:00:00,9,5,1929,2703740,2703740,PRESERVED_SPECIMEN,SBBG,,SBBG187786,,,,CC_BY_NC_4_0,,Ralph Hoffmann,,,2023-01-25T00:25:10.663Z,StillImage,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053364322,ed3d96f2-db7b-48cd-9960-f871e7df7286,7a35cea6-551f-414b-888d-9c8c52c246c6,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Choice Valley Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053356529,ed3d96f2-db7b-48cd-9960-f871e7df7286,59cb4269-8553-4f35-8716-2bb36847e3ad,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,4.3 mi SW of Ridgecrest Hwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053353598,ed3d96f2-db7b-48cd-9960-f871e7df7286,5ce5ce09-4caf-45f9-a563-20839c90f959,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,W slope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053352861,ed3d96f2-db7b-48cd-9960-f871e7df7286,3f65be2a-59ed-4189-9b85-b2bba20da6d2,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,Skyline Drive over Elk Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053348490,ed3d96f2-db7b-48cd-9960-f871e7df7286,2fc4152f-435c-4dde-b3a0-1d602be1c336,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia tanacetifolia,,SPECIES,Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,US,jawbone Cyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053348038,ed3d96f2-db7b-48cd-9960-f871e7df7286,46139b62-6242-4cac-9ae4-ae635e94def0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia,Layia platyglossa,,SPECIES,Layia platyglossa (Fisch. & C.A.Mey.) A.Gray,Layia platyglossa,(Fisch. & C. A. Mey.) A. Gray,US,Kreyenhagen Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053346000,ed3d96f2-db7b-48cd-9960-f871e7df7286,446f2e75-68a4-470c-967c-8c11c1f7afe8,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia columbariae,,SPECIES,Salvia columbariae Benth.,Salvia columbariae,Benth.,US,Red Rock Cyn,California,PRESENT,,48558fd5-e402-4362-ba91-7c742c96a26c,35.364,-117.983,1750,,,,,,1929-05-07T00:00:00,7,5,1929,2927060,2927060,PRESERVED_SPECIMEN,SBBG,,SBBG201159,,,,CC_BY_NC_4_0,,Ralph Hoffmann,,,2023-01-25T00:25:18.684Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
